"","x"
"38788",3
"38789",3
"38790",3
"38791",3
"38792",3
"38793",3
"38794",3
"38795",3
"38796",3
"38797",3
"38798",3
"38799",3
"38800",3
"38801",3
"38802",3
"38803",3
"38804",3
"38805",3
"38806",3
"38807",3
"38808",3
"38809",3
"38810",3
"38811",3
"38812",3
"38813",3
"38814",3
"38815",3
"38816",3
"38817",3
"38818",3
"38819",3
"38820",3
"38821",3
"38822",3
"38823",3
"38824",3
"38825",3
"38826",3
"38827",3
"38828",3
"38829",3
"38830",3
"38831",3
"38832",3
"38833",3
"38834",3
"38835",3
"38836",3
"38837",3
"38838",3
"38839",3
"38840",3
"38841",3
"38842",3
"38843",3
"38844",3
"38845",3
"38846",3
"38847",3
"38848",3
"38849",3
"38850",3
"38851",3
"38852",3
"38853",3
"38854",3
"38855",3
"38856",3
"38857",3
"38858",3
"38859",3
"38860",3
"38861",3
"38862",3
"38863",3
"38864",3
"38865",3
"38866",3
"38867",3
"38868",3
"38869",3
"38870",3
"38871",3
"38872",3
"38873",3
"38874",3
"38875",3
"38876",3
"38877",3
"38878",3
"38879",3
"38880",3
"38881",3
"38882",3
"38883",3
"38884",3
"38885",3
"38886",2
"38887",1
"38888",1
"38889",1
"38890",2
"38891",2
"38892",2
"38893",2
"38894",1
"38895",1
"38896",1
"38897",2
"38898",2
"38899",2
"38900",1
"38901",1
"38902",1
"38903",1
"38904",1
"38905",1
"38906",1
"38907",1
"38908",1
"38909",1
"38910",1
"38911",1
"38912",1
"38913",1
"38914",1
"38915",1
"38916",2
"38917",1
"38918",1
"38919",1
"38920",1
"38921",1
"38922",2
"38923",1
"38924",1
"38925",1
"38926",1
"38927",1
"38928",1
"38929",1
"38930",1
"38931",1
"38932",1
"38933",1
"38934",1
"38935",1
"38936",1
"38937",1
"38938",1
"38939",1
"38940",2
"38941",2
"38942",1
"38943",1
"38944",1
"38945",1
"38946",2
"38947",1
"38948",1
"38949",1
"38950",1
"38951",1
"38952",1
"38953",1
"38954",1
"38955",1
"38956",1
"38957",1
"38958",1
"38959",1
"38960",1
"38961",2
"38962",2
"38963",2
"38964",2
"38965",1
"38966",1
"38967",1
"38968",1
"38969",1
"38970",2
"38971",2
"38972",2
"38973",1
"38974",1
"38975",1
"38976",1
"38977",1
"38978",1
"38979",1
"38980",1
"38981",1
"38982",1
"38983",2
"38984",2
"38985",2
"38986",2
"38987",2
"38988",2
"38989",2
"38990",1
"38991",1
"38992",1
"38993",1
"38994",2
"38995",2
"38996",1
"38997",1
"38998",1
"38999",1
"39000",1
"39001",1
"39002",1
"39003",1
"39004",1
"39005",1
"39006",1
"39007",1
"39008",1
"39009",1
"39010",2
"39011",2
"39012",2
"39013",1
"39014",1
"39015",1
"39016",1
"39017",1
"39018",2
"39019",2
"39020",1
"39021",1
"39022",2
"39023",1
"39024",1
"39025",1
"39026",1
"39027",1
"39028",1
"39029",1
"39030",2
"39031",2
"39032",3
"39033",2
"39034",1
"39035",1
"39036",3
"39037",3
"39038",3
"39039",3
"39040",3
"39041",3
"39042",3
"39043",2
"39044",1
"39045",1
"39046",1
"39047",1
"39048",2
"39049",2
"39050",2
"39051",1
"39052",1
"39053",1
"39054",1
"39055",1
"39056",2
"39057",2
"39058",1
"39059",2
"39060",2
"39061",2
"39062",1
"39063",1
"39064",1
"39065",2
"39066",2
"39067",2
"39068",2
"39069",2
"39070",2
"39071",2
"39072",1
"39073",1
"39074",1
"39075",1
"39076",1
"39077",1
"39078",1
"39079",2
"39080",2
"39081",1
"39082",1
"39083",2
"39084",2
"39085",2
"39086",1
"39087",1
"39088",1
"39089",2
"39090",2
"39091",2
"39092",1
"39093",2
"39094",2
"39095",1
"39096",1
"39097",1
"39098",1
"39099",1
"39100",1
"39101",1
"39102",1
"39103",1
"39104",2
"39105",2
"39106",1
"39107",1
"39108",2
"39109",1
"39110",1
"39111",1
"39112",1
"39113",1
"39114",1
"39115",2
"39116",1
"39117",1
"39118",1
"39119",1
"39120",1
"39121",1
"39122",1
"39123",1
"39124",1
"39125",1
"39126",1
"39127",1
"39128",1
"39129",1
"39130",1
"39131",2
"39132",2
"39133",1
"39134",1
"39135",1
"39136",1
"39137",1
"39138",1
"39139",1
"39140",2
"39141",1
"39142",1
"39143",1
"39144",1
"39145",1
"39146",1
"39147",1
"39148",1
"39149",1
"39150",1
"39151",1
"39152",1
"39153",1
"39154",1
"39155",1
"39156",2
"39157",1
"39158",1
"39159",1
"39160",1
"39161",1
"39162",1
"39163",2
"39164",1
"39165",1
"39166",1
"39167",1
"39168",1
"39169",1
"39170",1
"39171",1
"39172",1
"39173",1
"39174",1
"39175",1
"39176",1
"39177",1
"39178",1
"39179",1
"39180",1
"39181",1
"39182",1
"39183",1
"39184",1
"39185",1
"39186",1
"39187",1
"39188",1
"39189",1
"39190",1
"39191",1
"39192",1
"39193",1
"39194",1
"39195",1
"39196",1
"39197",1
"39198",1
"39199",1
"39200",1
"39201",1
"39202",1
"39203",1
"39204",1
"39205",1
"39206",1
"39207",1
"39208",1
"39209",1
"39210",1
"39211",1
"39212",1
"39213",1
"39214",1
"39215",1
"39216",1
"39217",1
"39218",1
"39219",1
"39220",1
"39221",1
"39222",1
"39223",1
"39224",1
"39225",2
"39226",3
"39227",3
"39228",3
"39229",3
"39230",3
"39231",3
"39232",3
"39233",3
"39234",3
"39235",3
"39236",3
"39237",3
"39238",3
"39239",3
"39240",3
"39241",3
"39242",3
"39243",3
"39244",3
"39245",3
"39246",3
"39247",3
"39248",3
"39249",3
"39250",3
"39251",3
"39252",3
"39253",3
"39254",3
"39255",3
"39256",3
"39257",3
"39258",3
"39259",3
"39260",3
"39261",3
"39262",3
"39263",3
"39264",3
"39265",3
"39266",3
"39267",3
"39268",3
"39269",3
"39270",3
"39271",3
"39272",3
"39273",3
"39274",3
"39275",3
"39276",3
"39277",3
"39278",3
"39279",3
"39280",3
"39281",3
"39282",3
"39283",3
"39284",3
"39285",3
"39286",3
"39287",3
"39288",3
"39289",3
"39290",3
"39291",3
"39292",3
"39293",3
"39294",3
"39295",3
"39296",3
"39297",3
"39298",3
"39299",3
"39300",3
"39301",3
"39302",3
"39303",3
"39304",3
"39305",3
"39306",3
"39307",3
"39308",3
"39309",3
"39310",3
"39311",3
"39312",3
"39313",3
"39314",3
"39315",3
"39316",3
"39317",3
"39318",3
"39319",3
"39320",3
"39321",3
"39322",3
"39323",3
"39324",3
"39325",3
"39326",3
"39327",3
"39328",3
"39329",3
"39330",3
"39331",3
"39332",3
"39333",3
"39334",3
"39335",3
"39336",3
"39337",3
"39338",3
"39339",3
"39340",3
"39341",3
"39342",3
"39343",3
"39344",3
"39345",3
"39346",3
"39347",3
"39348",3
"39349",3
"39350",3
"39351",3
"39352",3
"39353",3
"39354",3
"39355",3
"39356",3
"39357",3
"39358",3
"39359",3
"39360",3
"39361",3
"39362",3
"39363",3
"39364",3
"39365",3
"39366",3
"39367",3
"39368",3
"39369",3
"39370",3
"39371",3
"39372",3
"39373",3
"39374",3
"39375",3
"39376",3
"39377",3
"39378",3
"39379",3
"39380",3
"39381",3
"39382",3
"39383",3
"39384",3
"39385",3
"39386",3
"39387",3
"39388",3
"39389",3
"39390",3
"39391",3
"39392",3
"39393",3
"39394",3
"39395",3
"39396",3
"39397",3
"39398",3
"39399",3
"39400",3
"39401",3
"39402",3
"39403",3
"39404",3
"39405",3
"39406",3
"39407",3
"39408",3
"39409",3
"39410",3
"39411",3
"39412",3
"39413",3
"39414",3
"39415",3
"39416",3
"39417",3
"39418",3
"39419",3
"39420",3
"39421",3
"39422",3
"39423",3
"39424",3
"39425",3
"39426",3
"39427",3
"39428",3
"39429",3
"39430",3
"39431",3
"39432",3
"39433",3
"39434",3
"39435",3
"39436",3
"39437",3
"39438",3
"39439",3
"39440",3
"39441",3
"39442",3
"39443",3
"39444",3
"39445",3
"39446",3
"39447",3
"39448",3
"39449",3
"39450",3
"39451",3
"39452",3
"39453",3
"39454",3
"39455",3
"39456",3
"39457",3
"39458",3
"39459",2
"39460",1
"39461",1
"39462",1
"39463",1
"39464",1
"39465",1
"39466",1
"39467",1
"39468",1
"39469",2
"39470",1
"39471",1
"39472",1
"39473",2
"39474",1
"39475",1
"39476",1
"39477",1
"39478",1
"39479",1
"39480",1
"39481",1
"39482",1
"39483",1
"39484",1
"39485",1
"39486",1
"39487",1
"39488",1
"39489",1
"39490",1
"39491",1
"39492",1
"39493",1
"39494",2
"39495",2
"39496",1
"39497",1
"39498",1
"39499",1
"39500",1
"39501",1
"39502",1
"39503",1
"39504",1
"39505",1
"39506",1
"39507",1
"39508",1
"39509",1
"39510",1
"39511",1
"39512",1
"39513",1
"39514",1
"39515",1
"39516",1
"39517",1
"39518",1
"39519",1
"39520",1
"39521",1
"39522",1
"39523",1
"39524",1
"39525",1
"39526",1
"39527",1
"39528",1
"39529",1
"39530",1
"39531",1
"39532",1
"39533",1
"39534",1
"39535",1
"39536",1
"39537",1
"39538",1
"39539",1
"39540",1
"39541",1
"39542",1
"39543",1
"39544",1
"39545",1
"39546",1
"39547",1
"39548",1
"39549",1
"39550",1
"39551",1
"39552",1
"39553",1
"39554",1
"39555",1
"39556",1
"39557",1
"39558",1
"39559",1
"39560",1
"39561",1
"39562",1
"39563",1
"39564",1
"39565",1
"39566",1
"39567",1
"39568",1
"39569",1
"39570",1
"39571",1
"39572",1
"39573",1
"39574",1
"39575",1
"39576",1
"39577",1
"39578",1
"39579",1
"39580",1
"39581",1
"39582",1
"39583",1
"39584",1
"39585",1
"39586",1
"39587",1
"39588",1
"39589",1
"39590",1
"39591",1
"39592",1
"39593",1
"39594",1
"39595",1
"39596",1
"39597",1
"39598",1
"39599",1
"39600",1
"39601",1
"39602",1
"39603",1
"39604",1
"39605",1
"39606",1
"39607",1
"39608",1
"39609",1
"39610",1
"39611",1
"39612",1
"39613",1
"39614",2
"39615",1
"39616",1
"39617",1
"39618",2
"39619",2
"39620",2
"39621",1
"39622",1
"39623",1
"39624",1
"39625",1
"39626",1
"39627",1
"39628",1
"39629",1
"39630",1
"39631",1
"39632",1
"39633",1
"39634",1
"39635",1
"39636",1
"39637",1
"39638",2
"39639",1
"39640",1
"39641",1
"39642",2
"39643",2
"39644",1
"39645",1
"39646",1
"39647",1
"39648",1
"39649",1
"39650",1
"39651",1
"39652",1
"39653",1
"39654",1
"39655",1
"39656",1
"39657",1
"39658",1
"39659",1
"39660",1
"39661",2
"39662",1
"39663",1
"39664",1
"39665",2
"39666",1
"39667",1
"39668",1
"39669",1
"39670",1
"39671",1
"39672",1
"39673",1
"39674",1
"39675",1
"39676",1
"39677",1
"39678",1
"39679",1
"39680",1
"39681",1
"39682",1
"39683",1
"39684",1
"39685",2
"39686",1
"39687",1
"39688",1
"39689",2
"39690",1
"39691",1
"39692",1
"39693",1
"39694",1
"39695",1
"39696",1
"39697",1
"39698",1
"39699",1
"39700",1
"39701",1
"39702",1
"39703",1
"39704",1
"39705",1
"39706",1
"39707",1
"39708",1
"39709",1
"39710",1
"39711",2
"39712",2
"39713",1
"39714",1
"39715",2
"39716",1
"39717",1
"39718",1
"39719",1
"39720",1
"39721",1
"39722",1
"39723",1
"39724",1
"39725",1
"39726",1
"39727",1
"39728",1
"39729",1
"39730",1
"39731",1
"39732",1
"39733",2
"39734",1
"39735",1
"39736",1
"39737",2
"39738",1
"39739",1
"39740",1
"39741",1
"39742",1
"39743",1
"39744",1
"39745",1
"39746",1
"39747",1
"39748",1
"39749",1
"39750",1
"39751",1
"39752",1
"39753",1
"39754",1
"39755",1
"39756",1
"39757",2
"39758",1
"39759",1
"39760",1
"39761",1
"39762",2
"39763",2
"39764",1
"39765",1
"39766",1
"39767",1
"39768",1
"39769",1
"39770",1
"39771",1
"39772",1
"39773",1
"39774",1
"39775",1
"39776",1
"39777",1
"39778",1
"39779",1
"39780",1
"39781",2
"39782",1
"39783",1
"39784",1
"39785",2
"39786",1
"39787",1
"39788",1
"39789",1
"39790",1
"39791",1
"39792",1
"39793",1
"39794",1
"39795",1
"39796",1
"39797",1
"39798",1
"39799",1
"39800",1
"39801",1
"39802",1
"39803",1
"39804",1
"39805",2
"39806",1
"39807",1
"39808",1
"39809",2
"39810",1
"39811",1
"39812",2
"39813",2
"39814",2
"39815",1
"39816",1
"39817",1
"39818",1
"39819",2
"39820",1
"39821",1
"39822",1
"39823",1
"39824",1
"39825",1
"39826",1
"39827",1
"39828",2
"39829",1
"39830",1
"39831",1
"39832",1
"39833",2
"39834",1
"39835",1
"39836",1
"39837",1
"39838",1
"39839",1
"39840",1
"39841",1
"39842",1
"39843",1
"39844",1
"39845",1
"39846",1
"39847",1
"39848",1
"39849",1
"39850",1
"39851",1
"39852",1
"39853",1
"39854",1
"39855",1
"39856",1
"39857",1
"39858",1
"39859",1
"39860",1
"39861",1
"39862",1
"39863",1
"39864",1
"39865",1
"39866",1
"39867",1
"39868",1
"39869",2
"39870",1
"39871",1
"39872",1
"39873",1
"39874",2
"39875",1
"39876",1
"39877",2
"39878",1
"39879",1
"39880",1
"39881",2
"39882",1
"39883",2
"39884",1
"39885",2
"39886",2
"39887",1
"39888",1
"39889",1
"39890",1
"39891",1
"39892",2
"39893",1
"39894",1
"39895",1
"39896",1
"39897",1
"39898",1
"39899",1
"39900",1
"39901",2
"39902",1
"39903",1
"39904",1
"39905",1
"39906",2
"39907",1
"39908",1
"39909",1
"39910",1
"39911",2
"39912",2
"39913",1
"39914",1
"39915",1
"39916",1
"39917",1
"39918",1
"39919",1
"39920",1
"39921",1
"39922",1
"39923",1
"39924",1
"39925",2
"39926",1
"39927",1
"39928",1
"39929",1
"39930",2
"39931",1
"39932",1
"39933",1
"39934",1
"39935",1
"39936",1
"39937",1
"39938",1
"39939",1
"39940",1
"39941",1
"39942",1
"39943",1
"39944",1
"39945",1
"39946",1
"39947",2
"39948",2
"39949",1
"39950",1
"39951",1
"39952",1
"39953",1
"39954",2
"39955",2
"39956",1
"39957",1
"39958",1
"39959",1
"39960",1
"39961",1
"39962",1
"39963",1
"39964",1
"39965",1
"39966",1
"39967",1
"39968",1
"39969",1
"39970",1
"39971",2
"39972",2
"39973",1
"39974",1
"39975",1
"39976",1
"39977",1
"39978",1
"39979",1
"39980",2
"39981",1
"39982",1
"39983",1
"39984",1
"39985",1
"39986",2
"39987",2
"39988",1
"39989",1
"39990",1
"39991",1
"39992",1
"39993",1
"39994",2
"39995",2
"39996",2
"39997",1
"39998",1
"39999",2
"40000",1
"40001",1
"40002",2
"40003",2
"40004",2
"40005",2
"40006",2
"40007",2
"40008",1
"40009",1
"40010",1
"40011",1
"40012",1
"40013",1
"40014",1
"40015",1
"40016",1
"40017",1
"40018",1
"40019",2
"40020",1
"40021",1
"40022",2
"40023",2
"40024",2
"40025",2
"40026",2
"40027",1
"40028",2
"40029",2
"40030",2
"40031",2
"40032",2
"40033",1
"40034",1
"40035",2
"40036",3
"40037",3
"40038",3
"40039",3
"40040",3
"40041",3
"40042",3
"40043",3
"40044",3
"40045",3
"40046",3
"40047",3
"40048",3
"40049",3
"40050",3
"40051",3
"40052",3
"40053",3
"40054",3
"40055",3
"40056",3
"40057",3
"40058",3
"40059",3
"40060",3
"40061",3
"40062",3
"40063",3
"40064",3
"40065",3
"40066",3
"40067",3
"40068",3
"40069",3
"40070",3
"40071",3
"40072",3
"40073",3
"40074",3
"40075",3
"40076",3
"40077",3
"40078",3
"40079",3
"40080",3
"40081",3
"40082",3
"40083",3
"40084",3
"40085",3
"40086",3
"40087",3
"40088",3
"40089",3
"40090",3
"40091",3
"40092",3
"40093",3
"40094",3
"40095",3
"40096",3
"40097",3
"40098",3
"40099",3
"40100",3
"40101",3
"40102",3
"40103",3
"40104",3
"40105",3
"40106",3
"40107",3
"40108",3
"40109",3
"40110",3
"40111",3
"40112",3
"40113",3
"40114",3
"40115",3
"40116",3
"40117",3
"40118",3
"40119",3
"40120",3
"40121",3
"40122",3
"40123",3
"40124",3
"40125",3
"40126",3
"40127",3
"40128",3
"40129",3
"40130",3
"40131",3
"40132",3
"40133",3
"40134",3
"40135",3
"40136",3
"40137",3
"40138",3
"40139",3
"40140",3
"40141",3
"40142",3
"40143",3
"40144",2
"40145",1
"40146",1
"40147",1
"40148",1
"40149",1
"40150",1
"40151",1
"40152",1
"40153",1
"40154",1
"40155",2
"40156",1
"40157",1
"40158",1
"40159",1
"40160",1
"40161",2
"40162",1
"40163",1
"40164",1
"40165",1
"40166",1
"40167",1
"40168",1
"40169",1
"40170",1
"40171",1
"40172",2
"40173",2
"40174",1
"40175",1
"40176",1
"40177",1
"40178",1
"40179",2
"40180",2
"40181",2
"40182",2
"40183",1
"40184",1
"40185",2
"40186",2
"40187",1
"40188",1
"40189",1
"40190",1
"40191",1
"40192",1
"40193",1
"40194",1
"40195",1
"40196",1
"40197",1
"40198",1
"40199",1
"40200",1
"40201",1
"40202",2
"40203",1
"40204",1
"40205",1
"40206",1
"40207",1
"40208",2
"40209",2
"40210",1
"40211",1
"40212",1
"40213",1
"40214",1
"40215",1
"40216",1
"40217",1
"40218",1
"40219",1
"40220",1
"40221",1
"40222",2
"40223",2
"40224",1
"40225",1
"40226",2
"40227",2
"40228",1
"40229",1
"40230",1
"40231",1
"40232",1
"40233",1
"40234",1
"40235",1
"40236",1
"40237",1
"40238",1
"40239",1
"40240",1
"40241",1
"40242",1
"40243",1
"40244",1
"40245",1
"40246",1
"40247",1
"40248",1
"40249",1
"40250",1
"40251",1
"40252",1
"40253",1
"40254",1
"40255",1
"40256",1
"40257",1
"40258",1
"40259",1
"40260",1
"40261",1
"40262",1
"40263",1
"40264",1
"40265",1
"40266",1
"40267",1
"40268",1
"40269",1
"40270",1
"40271",1
"40272",1
"40273",1
"40274",1
"40275",1
"40276",1
"40277",1
"40278",1
"40279",1
"40280",1
"40281",1
"40282",1
"40283",1
"40284",1
"40285",1
"40286",1
"40287",1
"40288",1
"40289",1
"40290",1
"40291",1
"40292",1
"40293",1
"40294",1
"40295",1
"40296",1
"40297",1
"40298",1
"40299",1
"40300",1
"40301",1
"40302",1
"40303",1
"40304",1
"40305",1
"40306",1
"40307",1
"40308",1
"40309",1
"40310",1
"40311",1
"40312",1
"40313",1
"40314",1
"40315",1
"40316",1
"40317",1
"40318",1
"40319",1
"40320",1
"40321",1
"40322",2
"40323",2
"40324",1
"40325",1
"40326",1
"40327",1
"40328",1
"40329",1
"40330",1
"40331",1
"40332",1
"40333",1
"40334",1
"40335",1
"40336",1
"40337",1
"40338",1
"40339",1
"40340",1
"40341",1
"40342",1
"40343",1
"40344",1
"40345",1
"40346",1
"40347",1
"40348",1
"40349",1
"40350",1
"40351",1
"40352",1
"40353",1
"40354",1
"40355",1
"40356",1
"40357",1
"40358",1
"40359",1
"40360",1
"40361",1
"40362",1
"40363",1
"40364",1
"40365",1
"40366",1
"40367",1
"40368",1
"40369",1
"40370",1
"40371",1
"40372",1
"40373",1
"40374",1
"40375",1
"40376",1
"40377",1
"40378",1
"40379",1
"40380",1
"40381",1
"40382",1
"40383",1
"40384",1
"40385",1
"40386",1
"40387",1
"40388",1
"40389",1
"40390",1
"40391",1
"40392",1
"40393",1
"40394",1
"40395",1
"40396",1
"40397",1
"40398",1
"40399",1
"40400",1
"40401",1
"40402",1
"40403",1
"40404",1
"40405",1
"40406",1
"40407",1
"40408",1
"40409",1
"40410",1
"40411",1
"40412",1
"40413",1
"40414",1
"40415",1
"40416",1
"40417",1
"40418",1
"40419",1
"40420",1
"40421",1
"40422",1
"40423",1
"40424",1
"40425",1
"40426",1
"40427",1
"40428",1
"40429",1
"40430",1
"40431",1
"40432",1
"40433",1
"40434",1
"40435",1
"40436",1
"40437",1
"40438",1
"40439",1
"40440",1
"40441",1
"40442",1
"40443",1
"40444",1
"40445",1
"40446",1
"40447",1
"40448",1
"40449",1
"40450",1
"40451",1
"40452",1
"40453",1
"40454",1
"40455",1
"40456",1
"40457",1
"40458",1
"40459",1
"40460",1
"40461",1
"40462",1
"40463",1
"40464",1
"40465",1
"40466",1
"40467",1
"40468",1
"40469",1
"40470",1
"40471",1
"40472",1
"40473",1
"40474",1
"40475",1
"40476",1
"40477",1
"40478",1
"40479",1
"40480",1
"40481",1
"40482",1
"40483",1
"40484",1
"40485",1
"40486",1
"40487",1
"40488",1
"40489",1
"40490",2
"40491",2
"40492",2
"40493",1
"40494",1
"40495",1
"40496",1
"40497",2
"40498",1
"40499",1
"40500",1
"40501",1
"40502",1
"40503",1
"40504",1
"40505",1
"40506",1
"40507",1
"40508",1
"40509",1
"40510",1
"40511",1
"40512",1
"40513",1
"40514",1
"40515",1
"40516",1
"40517",1
"40518",1
"40519",1
"40520",1
"40521",1
"40522",1
"40523",1
"40524",1
"40525",1
"40526",1
"40527",1
"40528",1
"40529",1
"40530",1
"40531",1
"40532",1
"40533",1
"40534",1
"40535",1
"40536",1
"40537",1
"40538",1
"40539",1
"40540",1
"40541",1
"40542",1
"40543",1
"40544",1
"40545",1
"40546",1
"40547",1
"40548",1
"40549",1
"40550",1
"40551",1
"40552",2
"40553",1
"40554",1
"40555",1
"40556",2
"40557",2
"40558",1
"40559",1
"40560",1
"40561",1
"40562",1
"40563",1
"40564",1
"40565",1
"40566",1
"40567",1
"40568",1
"40569",1
"40570",1
"40571",1
"40572",1
"40573",1
"40574",1
"40575",1
"40576",1
"40577",1
"40578",1
"40579",1
"40580",1
"40581",1
"40582",1
"40583",1
"40584",1
"40585",1
"40586",1
"40587",2
"40588",1
"40589",1
"40590",1
"40591",1
"40592",1
"40593",2
"40594",1
"40595",1
"40596",1
"40597",1
"40598",1
"40599",1
"40600",1
"40601",1
"40602",1
"40603",1
"40604",2
"40605",2
"40606",2
"40607",1
"40608",1
"40609",1
"40610",1
"40611",1
"40612",1
"40613",2
"40614",3
"40615",3
"40616",3
"40617",3
"40618",3
"40619",3
"40620",3
"40621",3
"40622",3
"40623",3
"40624",3
"40625",3
"40626",3
"40627",3
"40628",3
"40629",3
"40630",3
"40631",3
"40632",3
"40633",3
"40634",3
"40635",3
"40636",3
"40637",3
"40638",3
"40639",3
"40640",3
"40641",3
"40642",3
"40643",3
"40644",3
"40645",3
"40646",3
"40647",3
"40648",3
"40649",3
"40650",3
"40651",3
"40652",3
"40653",3
"40654",3
"40655",3
"40656",3
"40657",3
"40658",3
"40659",3
"40660",3
"40661",3
"40662",3
"40663",3
"40664",3
"40665",3
"40666",3
"40667",3
"40668",3
"40669",3
"40670",3
"40671",3
"40672",3
"40673",3
"40674",3
"40675",3
"40676",3
"40677",3
"40678",3
"40679",3
"40680",3
"40681",3
"40682",3
"40683",3
"40684",3
"40685",3
"40686",3
"40687",3
"40688",3
"40689",3
"40690",3
"40691",3
"40692",3
"40693",3
"40694",3
"40695",3
"40696",3
"40697",3
"40698",3
"40699",3
"40700",3
"40701",3
"40702",3
"40703",3
"40704",3
"40705",3
"40706",3
"40707",3
"40708",3
"40709",3
"40710",3
"40711",3
"40712",3
"40713",3
"40714",3
"40715",3
"40716",3
"40717",3
"40718",3
"40719",3
"40720",3
"40721",3
"40722",3
"40723",3
"40724",3
"40725",3
"40726",3
"40727",3
"40728",3
"40729",3
"40730",3
"40731",3
"40732",3
"40733",3
"40734",3
"40735",3
"40736",3
"40737",3
"40738",3
"40739",3
"40740",3
"40741",3
"40742",3
"40743",3
"40744",3
"40745",3
"40746",3
"40747",3
"40748",3
"40749",3
"40750",3
"40751",3
"40752",3
"40753",3
"40754",3
"40755",3
"40756",3
"40757",3
"40758",3
"40759",3
"40760",3
"40761",3
"40762",3
"40763",3
"40764",3
"40765",3
"40766",3
"40767",3
"40768",3
"40769",3
"40770",3
"40771",3
"40772",3
"40773",3
"40774",3
"40775",3
"40776",3
"40777",3
"40778",3
"40779",3
"40780",3
"40781",3
"40782",3
"40783",3
"40784",3
"40785",3
"40786",3
"40787",3
"40788",3
"40789",3
"40790",3
"40791",3
"40792",3
"40793",3
"40794",3
"40795",3
"40796",3
"40797",3
"40798",3
"40799",3
"40800",3
"40801",3
"40802",3
"40803",3
"40804",3
"40805",3
"40806",3
"40807",3
"40808",3
"40809",3
"40810",3
"40811",3
"40812",3
"40813",3
"40814",3
"40815",3
"40816",3
"40817",3
"40818",3
"40819",3
"40820",3
"40821",3
"40822",3
"40823",3
"40824",3
"40825",3
"40826",3
"40827",3
"40828",3
"40829",3
"40830",3
"40831",3
"40832",3
"40833",3
"40834",3
"40835",3
"40836",3
"40837",3
"40838",3
"40839",3
"40840",3
"40841",3
"40842",3
"40843",3
"40844",3
"40845",3
"40846",3
"40847",3
"40848",3
"40849",3
"40850",3
"40851",3
"40852",3
"40853",3
"40854",3
"40855",3
"40856",3
"40857",3
"40858",3
"40859",3
"40860",3
"40861",3
"40862",3
"40863",3
"40864",3
"40865",3
"40866",3
"40867",3
"40868",3
"40869",3
"40870",3
"40871",3
"40872",3
"40873",3
"40874",3
"40875",3
"40876",3
"40877",3
"40878",3
"40879",3
"40880",3
"40881",3
"40882",3
"40883",3
"40884",3
"40885",3
"40886",3
"40887",3
"40888",3
"40889",3
"40890",3
"40891",3
"40892",3
"40893",3
"40894",3
"40895",3
"40896",3
"40897",3
"40898",3
"40899",3
"40900",3
"40901",3
"40902",3
"40903",3
"40904",3
"40905",3
"40906",3
"40907",3
"40908",3
"40909",3
"40910",3
"40911",3
"40912",3
"40913",3
"40914",3
"40915",3
"40916",3
"40917",3
"40918",3
"40919",3
"40920",3
"40921",3
"40922",3
"40923",3
"40924",3
"40925",3
"40926",3
"40927",3
"40928",3
"40929",3
"40930",3
"40931",3
"40932",3
"40933",3
"40934",3
"40935",3
"40936",3
"40937",3
"40938",3
"40939",3
"40940",3
"40941",3
"40942",3
"40943",3
"40944",3
"40945",3
"40946",3
"40947",3
"40948",3
"40949",3
"40950",3
"40951",3
"40952",3
"40953",3
"40954",3
"40955",3
"40956",3
"40957",3
"40958",3
"40959",3
"40960",3
"40961",3
"40962",3
"40963",3
"40964",3
"40965",3
"40966",3
"40967",3
"40968",3
"40969",3
"40970",3
"40971",3
"40972",3
"40973",3
"40974",3
"40975",3
"40976",3
"40977",3
"40978",3
"40979",3
"40980",3
"40981",3
"40982",3
"40983",3
"40984",3
"40985",2
"40986",1
"40987",1
"40988",1
"40989",1
"40990",1
"40991",1
"40992",2
"40993",2
"40994",1
"40995",1
"40996",1
"40997",1
"40998",1
"40999",1
"41000",1
"41001",1
"41002",1
"41003",1
"41004",1
"41005",1
"41006",1
"41007",1
"41008",1
"41009",1
"41010",1
"41011",1
"41012",1
"41013",1
"41014",1
"41015",1
"41016",1
"41017",1
"41018",2
"41019",2
"41020",1
"41021",1
"41022",1
"41023",1
"41024",1
"41025",1
"41026",1
"41027",1
"41028",2
"41029",3
"41030",3
"41031",3
"41032",3
"41033",3
"41034",3
"41035",3
"41036",3
"41037",3
"41038",3
"41039",3
"41040",3
"41041",3
"41042",3
"41043",3
"41044",3
"41045",3
"41046",3
"41047",3
"41048",3
"41049",3
"41050",3
"41051",3
"41052",3
"41053",3
"41054",3
"41055",3
"41056",3
"41057",3
"41058",3
"41059",3
"41060",3
"41061",3
"41062",3
"41063",3
"41064",3
"41065",3
"41066",3
"41067",3
"41068",3
"41069",3
"41070",3
"41071",3
"41072",3
"41073",3
"41074",3
"41075",3
"41076",3
"41077",3
"41078",3
"41079",3
"41080",3
"41081",3
"41082",3
"41083",3
"41084",3
"41085",3
"41086",3
"41087",3
"41088",3
"41089",3
"41090",3
"41091",3
"41092",3
"41093",3
"41094",3
"41095",3
"41096",3
"41097",3
"41098",3
"41099",3
"41100",3
"41101",3
"41102",3
"41103",3
"41104",3
"41105",3
"41106",3
"41107",3
"41108",3
"41109",3
"41110",3
"41111",3
"41112",3
"41113",3
"41114",3
"41115",3
"41116",3
"41117",3
"41118",3
"41119",3
